Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.[code].json	4716	-	0	0	0	0	0	0	13	83	0	0	0	0	0	0	0	0	0	0	71	108	0	0	0	3	0	1
fsh-generated/resources/CodeSystem-competence-code-system.json	6320	18	0	0	0	0	0	0	2	36	0	0	1	0	0	0	0	0	0	0	38	1687	0	0	0	2	0	1
fsh-generated/resources/CodeSystem-type-carte-code-system.json	1008	11	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	17	51	0	0	0	1	0	0
fsh-generated/resources/Patient-frpatient-exemple.json	453	13	0	0	0	0	0	0	1	257	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EyeColor.json	1311	12	0	14	0	0	0	0	0	43	0	0	0	0	0	0	0	1	0	0	45	187	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-fr-patient.json	2350	12	0	102	0	0	0	0	0	55	0	0	0	0	0	0	0	1	0	0	184	537	0	0	0	13	0	2
fsh-generated/resources/ValueSet-EyeColorVS.json	669	13	0	0	0	0	0	0	0	1154	0	0	0	0	0	0	0	0	0	0	16	742	0	0	0	0	0	0
fsh-generated/resources/ValueSet-MeltingPotVS.json	881	16	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	13	476	0	0	0	1	0	0
fsh-generated/resources/ValueSet-ModifiedAdministrativeGender.json	646	13	0	0	1	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	12	49	0	0	0	0	0	0
fsh-generated/resources/ValueSet-TypeCarteVS.json	417	13	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	11	50	0	0	0	0	0	0
